"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","CU_NAME","SiteId","SiteName","SiteTypeName","SiteFunctionName","PhysicalAddressLine1","PhysicalAddressLine2","PhysicalAddressCity","PhysicalAddressStateCode","PhysicalAddressStateName","PhysicalAddressPostalCode","PhysicalAddressCountyName","PhysicalAddressCountry"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",42549,"NS Mayport FL","Branch Office","ATM","460 Massey Ave","","Jacksonville","FL","Florida","32228-9998","Duval","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",42573,"MCAS Yuma AZ","Branch Office","ATM","966 Hart St","","Yuma","AZ","Arizona","85365","Yuma","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",42586,"NAS Oceana VA","Branch Office","ATM","Nas Oceana","5th St, Bldg 528","Virginia Beach","VA","Virginia","23460","Virginia Beach City","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",42598,"MCRD Parris Island SC","Branch Office","ATM","Bldg 202 Blvd de France","","Parris Island","SC","South Carolina","29905","","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",42614,"East Colorado Springs CO","Branch Office","ATM","1139 Space Center Dr","","Colorado Springs","CO","Colorado","80915","El Paso","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",42624,"NMC Portsmouth VA","Branch Office","ATM","620 John Paul Jones Cir","NMCP Bldg 3, 2nd Floor","Portsmouth","VA","Virginia","23708","Portsmouth City","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",42637,"USN Recruit Command IL","Branch Office","ATM","3301 Indiana St","MCPON Hall, bldg 1313","Great Lakes","IL","Illinois","60088","Lake","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",42644,"Lower Base NSB New London CT","Branch Office","ATM","Amberjack Rd","Bldg 88","Groton","CT","Connecticut","06349","Southeastern CT","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",42652,"Horsham PA","Branch Office","ATM","314 Horsham Rd Ste D","","Horsham","PA","Pennsylvania","19044-2109","Montgomery","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",50154,"Hybla Valley-Alexandria VA","Branch Office","ATM","7678D Richmond Hwy","","Alexandria","VA","Virginia","22306","Fairfax","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",50947,"Highland Falls NY","Branch Office","ATM","437 Main St","","Highland Falls","NY","New York","10928-2085","Orange","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",51126,"Pace FL","Branch Office","ATM","4891 Highway 90","","Pace","FL","Florida","32571","Santa Rosa","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",51127,"Cahoon Cmns-Chesapeake VA","Branch Office","ATM","508 Bud Dr","","Chesapeake","VA","Virginia","23322","Chesapeake City","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",51128,"Forest Acres-Columbia SC","Branch Office","ATM","5424 Forest Dr","Ste 100","Columbia","SC","South Carolina","29206","Richland","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",51548,"O'Fallon IL","Branch Office","ATM","1140 Central Park Dr","Ste 106","O Fallon","IL","Illinois","62269","Saint Clair","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",51554,"Glendale AZ","Branch Office","ATM","9494 W Northern Ave","Ste 107","Glendale","AZ","Arizona","85305","Maricopa","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",51557,"The Pentagon DC","Branch Office","ATM","Room 2D152","Corridor 1","Pentagon","DC","District of Columbia","20301","District Of Columbia","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",51558,"Albuquerque NM","Branch Office","ATM","2600 San Pedro Dr NE","","Albuquerque","NM","New Mexico","87110","Bernalillo","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",51559,"Fairfax VA","Branch Office","ATM","11180 Main St","","Fairfax","VA","Virginia","22030","Fairfax City","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",51560,"Radcliff KY","Branch Office","ATM","1671 N Wilson Rd","","Radcliff","KY","Kentucky","40160","Hardin","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",51561,"Colonial Heights VA","Branch Office","ATM","1080 Temple Ave","","Colonial Heights","VA","Virginia","23834","Colonial Heights City","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",51562,"Capitol Heights MD","Branch Office","ATM","9201 Alaking Ct","","Capitol Heights","MD","Maryland","20743","Prince Georges","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",51563,"St Robert MO","Branch Office","ATM","332 Marshall Dr","Ste F","Saint Robert","MO","Missouri","65584","Pulaski","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",51565,"Mira Mesa CA","Branch Office","ATM","10865 Black Mountain Rd","","San Diego","CA","California","92126","San Diego","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",51566,"South Temecula CA","Branch Office","ATM","32413 Temecula Pkwy","Ste 210","Temecula","CA","California","92592","Riverside","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",51567,"National City CA","Branch Office","ATM","1727 Sweetwater Rd","Ste 106","National City","CA","California","91950","San Diego","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",51570,"Tierrasanta CA","Branch Office","ATM","10645 Tierrasanta Blvd","Ste E","San Diego","CA","California","92124","San Diego","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",51571,"Lake Elsinore CA","Branch Office","ATM","29261 Central Ave","Ste C","Lake Elsinore","CA","California","92532","Riverside","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",51572,"Murrieta CA","Branch Office","ATM","41030 California Oaks Rd","Ste B","Murrieta","CA","California","92562","Riverside","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",51573,"NAF Atsugi Japan","Branch Office","ATM","Atsugi Kouka Shisetsu Building 75","FPO AP","Ayasa-Shi","","","252-1101","","Japan"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",51575,"Misawa AB Japan","Branch Office","ATM","Kichi-Nai Bldg 320, West Aomori-Ken","Hirahat #64 Misawa Bei Kugun Kichi","Misawa","","","033-0012","","Japan"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",51576,"Yokota AB Japan","Branch Office","ATM","Unit 5061","APO AP, Bldg 430","Yokota","","","96328","","Japan"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",51579,"Camp Walker Korea","Branch Office","ATM","Camp Walker","Unit 15496, Bldg 338","Daegu","","","96218","","Korea, South"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",51581,"Osan Korea","Branch Office","ATM","Unit 2095, Building 926","Osan AB","Pyeongtaek City, APO, AP","","","17759","","Korea, South"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",51583,"Camp Carroll Korea","Branch Office","ATM","Unit 15174","Building S-203, APO AP","Chilgok-Gun","","","96260","","Korea, South"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",51852,"D'Iberville MS","Branch Office","ATM","3821 Promenade Pkwy","Ste E","DIberville","MS","Mississippi","39540","Harrison","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",52151,"Manhattan KS","Branch Office","ATM","501 3rd Pl","Ste A","Manhattan","KS","Kansas","66502-6155","Riley","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",52152,"Enterprise AL","Branch Office","ATM","621 Boll Weevil Cir","Ste 6","Enterprise","AL","Alabama","36330","Coffee","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",52453,"Satellite Beach FL","Branch Office","ATM","1024 Jimmy Buffett Mem Hwy","Ste 102","Satellite Beach","FL","Florida","32937","Brevard","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",52454,"Mesa AZ","Branch Office","ATM","4212 E Juanita Ave","","Mesa","AZ","Arizona","85206","Maricopa","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",52455,"Fountain CO","Branch Office","ATM","6830 Mesa Ridge Pkwy","","Fountain","CO","Colorado","80817","El Paso","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",52456,"River City-Jacksonville FL","Branch Office","ATM","550 Airport Center Dr","","Jacksonville","FL","Florida","32218","Duval","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",52723,"Leavenworth KS","Branch Office","ATM","301 Cheyenne St","Ste B","Leavenworth","KS","Kansas","66048","Leavenworth","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",52724,"Garland TX","Branch Office","ATM","5102 N President George Bush Hwy","","Garland","TX","Texas","75040","Dallas","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",52725,"Federal City New Orleans LA","Branch Office","ATM","2290 Coral Sea Street","","New Orleans","LA","Louisiana","70114","Orleans","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53151,"Corpus Christi TX","Branch Office","ATM","6551 S Staples St","","Corpus Christi","TX","Texas","78413","Nueces","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53152,"Riverside CA","Branch Office","ATM","6365 Valley Springs Pkwy","","Riverside","CA","California","92507","Riverside","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53154,"Mission Valley CA","Branch Office","ATM","8660 Rio San Diego Dr","","San Diego","CA","California","92108","San Diego","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53156,"Sierra Vista AZ","Branch Office","ATM","440 N Highway 90 Byp","Ste B4","Sierra Vista","AZ","Arizona","85635","Cochise","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53158,"Glen Burnie MD","Branch Office","ATM","6651 Ritchie Hwy","St 21","Glen Burnie","MD","Maryland","21061-2346","Anne Arundel","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53159,"Research Park-Orlando FL","Branch Office","ATM","11890 E Colonial Dr","","Orlando","FL","Florida","32826-4701","Orange","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53160,"San Marcos CA","Branch Office","ATM","709 Center Dr","Ste102","San Marcos","CA","California","92069","San Diego","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53162,"North Clarksville TN","Branch Office","ATM","1488 Tiny Town Rd","Suite 2B","Clarksville","TN","Tennessee","37042","Montgomery","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53163,"Copperas Cove TX","Branch Office","ATM","3010 E Business 190","Ste 148A","Copperas Cove","TX","Texas","76522","Coryell","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53164,"East El Paso TX","Branch Office","ATM","1355 George Dieter Dr","Bldg C, Suite 111","El Paso","TX","Texas","79936","El Paso","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53166,"Henderson NV","Branch Office","ATM","671 Mall Ring Cir","Suite 100","Henderson","NV","Nevada","89014","Clark","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53167,"Avenues-Jacksonville FL","Branch Office","ATM","10480 Avenues Walk Blvd","","Jacksonville","FL","Florida","32258","Duval","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53168,"Arlington TX","Branch Office","ATM","4500 Waxwing Ct","","Arlington","TX","Texas","76018","Tarrant","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53169,"Central Clarksville TN","Branch Office","ATM","2605 Wilma Rudolph Blvd","","Clarksville","TN","Tennessee","37040","Montgomery","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53170,"Corona CA","Branch Office","ATM","2620 Tuscany St","Ste 101","Corona","CA","California","92881","Riverside","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53172,"Lacey WA","Branch Office","ATM","1140 Galaxy Dr NE","Ste A","Lacey","WA","Washington","98516","Thurston","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53173,"Sterling VA","Branch Office","ATM","46300 Potomac Run Plz","Ste 180","Sterling","VA","Virginia","20164","Loudoun","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53174,"Red Mill-VA Beach","Branch Office","ATM","2261 Upton Dr","","Virginia Beach","VA","Virginia","23454-1186","Virginia Beach City","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53175,"Woodbridge VA","Branch Office","ATM","15101 Potomac Town Pl","Ste 100","Woodbridge","VA","Virginia","22191","Prince William","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53176,"Camp Lemonnier Djibouti","Branch Office","ATM","Bldg 219, FPO AE","","Djibouti City","","","09902","","Djibouti"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53177,"South Fredericksburg VA","Branch Office","ATM","10129 Patriot Hwy","Ste 103","Fredericksburg","VA","Virginia","22407","Spotsylvania","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53178,"Puyallup WA","Branch Office","ATM","15815 Meridian E","","Puyallup","WA","Washington","98375","Pierce","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53179,"Potomac Yard-Alexandria VA","Branch Office","ATM","3725A Richmond Hwy","","Alexandria","VA","Virginia","22305","Alexandria City","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53180,"NB Point Loma CA","Branch Office","ATM","200 Catalina Blvd","","San Diego","CA","California","92106","San Diego","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53181,"Jolliff-Chesapeake VA","Branch Office","ATM","2124 Starmount Pkwy","","Chesapeake","VA","Virginia","23321","Chesapeake City","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53182,"USCG Elizabeth City NC","Branch Office","ATM","1664 Weeksville Rd Bldg 984","Coast Guard Base Elizabeth City","Elizabeth City","NC","North Carolina","27909","Pasquotank","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53183,"Fleming Island FL","Branch Office","ATM","1826 Town Center Blvd","","Fleming Island","FL","Florida","32003","Clay","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53184,"Central Killeen TX","Branch Office","ATM","500 W Central Texas Expy","","Killeen","TX","Texas","76541","Bell","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53185,"Mililani HI","Branch Office","ATM","95-1830 Meheula Pkwy","Spc C7","Mililani","HI","Hawaii","96789","Honolulu","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53186,"Clairemont Mesa CA","Branch Office","ATM","3950 Clairemont Mesa Blvd","","San Diego","CA","California","92117","San Diego","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53190,"Skibo Rd-Fayetteville NC","Branch Office","ATM","1800 Skibo Rd","Ste 320","Fayetteville","NC","North Carolina","28303","Cumberland","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53192,"North Landing-VA Beach","Branch Office","ATM","2545 N Landing Rd","","Virginia Beach","VA","Virginia","23456","Virginia Beach City","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53193,"Bellevue NE","Branch Office","ATM","3604 Twin Creek Dr","Ste 106","Bellevue","NE","Nebraska","68123","Sarpy","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53195,"Gaithersburg MD","Branch Office","ATM","104 Ellington Blvd","","Gaithersburg","MD","Maryland","20878","Montgomery","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53196,"Mission Viejo CA","Branch Office","ATM","28201 Marguerite Pkwy","Ste 14","Mission Viejo","CA","California","92692-3719","Orange","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53199,"Tacoma WA","Branch Office","ATM","3407 S 23RD ST","","TACOMA","WA","Washington","98405","Pierce","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53200,"Hilltop Vlg-Alexandria VA","Branch Office","ATM","7873 Heneska Loop","","Alexandria","VA","Virginia","22315","Fairfax","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53201,"Gambrills MD","Branch Office","ATM","1356A Main Chapel Way","","Gambrills","MD","Maryland","21054","Anne Arundel","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53202,"Glenarden MD","Branch Office","ATM","2200 Petrie Ln","Ste 536","Glenarden","MD","Maryland","20706-1663","Prince Georges","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53203,"Gulf Breeze FL","Branch Office","ATM","1153 Gulf Breeze Pkwy","Ste A","Gulf Breeze","FL","Florida","32561","Santa Rosa","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53204,"Suffolk VA","Branch Office","ATM","1202 N Main St Ste 140","","Suffolk","VA","Virginia","23434","Suffolk City","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53206,"Concourse Plaza-El Paso TX","Branch Office","ATM","6600 Montana Ave","Ste D","El Paso","TX","Texas","79925","El Paso","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53207,"Raeford Rd Fayetteville NC","Branch Office","ATM","2430 Two Bale Ln","","Fayetteville","NC","North Carolina","28304","Cumberland","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53208,"NAS JRB Ft Worth TX","Branch Office","ATM","1765 Military Pkwy","","Fort Worth","TX","Texas","76127","Tarrant","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53209,"Grovetown GA","Branch Office","ATM","5003 Steiner Way","Ste 3","Grovetown","GA","Georgia","30813","Columbia","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53210,"Brooklyn-Jacksonville FL","Branch Office","ATM","150 Riverside Ave","Ste 101","Jacksonville","FL","Florida","32202","Duval","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53211,"Waldorf MD","Branch Office","ATM","3054 Waldorf Market Pl","","Waldorf","MD","Maryland","20603","Charles","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53212,"Bonita CA","Branch Office","ATM","752 Otay Lakes Rd","","Chula Vista","CA","California","91910","San Diego","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53213,"Montclair VA","Branch Office","ATM","5139 Waterway Dr","","Montclair","VA","Virginia","22025","Prince William","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53214,"Oyster Point VA","Branch Office","ATM","12070 Jefferson Ave","Ste 1810","Newport News","VA","Virginia","23606","Newport News City","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53215,"NB San Diego CA","Branch Office","ATM","2505 Callagan Hwy","","San Diego","CA","California","92136","San Diego","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53216,"Hinesville GA","Branch Office","ATM","730 S Main St","","Hinesville","GA","Georgia","31313","Liberty","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53218,"La Mesa CA","Branch Office","ATM","8796 Grossmont Blvd","","La Mesa","CA","California","91942","San Diego","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53219,"Keller-Ft Worth TX","Branch Office","ATM","8424 Lakewood Hill Dr","Ste 104","Fort Worth","TX","Texas","76244","Tarrant","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53220,"Camelback AZ","Branch Office","ATM","1928 E Highland Ave","Ste F106","Phoenix","AZ","Arizona","85016-4626","Maricopa","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53221,"Oakleaf-Jacksonville FL","Branch Office","ATM","8180 Merchants Gate Dr","Unit T102","Jacksonville","FL","Florida","32222","Duval","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53222,"San Luis Rey-Oceanside CA","Branch Office","ATM","815 College Blvd","Ste 101","Oceanside","CA","California","92057","San Diego","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53225,"Santa Ana CA","Branch Office","ATM","2022 E 17th St","","Santa Ana","CA","California","92705","Orange","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53226,"Gainesville VA","Branch Office","ATM","7925 Stonewall Shops Sq","","Gainesville","VA","Virginia","20155","Prince William","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53229,"North Colorado Springs CO","Branch Office","ATM","5278 N Nevada Ave","","Colorado Springs","CO","Colorado","80918","El Paso","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53230,"Gurnee IL","Branch Office","ATM","6447 Grand Ave","Ste C","Gurnee","IL","Illinois","60031","Lake","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53231,"Holland Rd - VA Beach","Branch Office","ATM","3929 Holland Rd","","Virginia Beach","VA","Virginia","23452","Virginia Beach City","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53232,"North Riverview FL","Branch Office","ATM","3723 US Highway 301 S","","Riverview","FL","Florida","33578","Hillsborough","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53233,"Evans Mills NY","Branch Office","ATM","26403 Johnson Rd","","Evans Mills","NY","New York","13637","Jefferson","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53239,"Kennesaw GA","Branch Office","ATM","1300 Earnest Barrett Parkway, Suite 240","","Kennesaw","GA","Georgia","30152","Cobb","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53240,"NAS Whidbey Island WA","Branch Office","ATM","1080 W Lexington St","Bldg 100, Ste 108","Oak Harbor","WA","Washington","98278","Island","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53241,"Cameron NC","Branch Office","ATM","2698 NC 24-87","Unit A02","Cameron","NC","North Carolina","28326","Harnett","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53242,"El Cajon CA","Branch Office","ATM","709 Fletcher Pkwy","","El Cajon","CA","California","92020","San Diego","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53243,"USAG Carlisle Barracks PA","Branch Office","ATM","842 Sumner Rd","","Carlisle","PA","Pennsylvania","17013","Cumberland","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53244,"Peninsula Tn Ctr-Hampton VA","Branch Office","ATM","2023 Von Schilling Dr","","Hampton","VA","Virginia","23666","Hampton City","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53246,"Millenia-Orlando FL","Branch Office","ATM","4698 Gardens Park Blvd","","Orlando","FL","Florida","32839","Orange","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53247,"Manassas VA","Branch Office","ATM","9755 Liberia Ave","","Manassas","VA","Virginia","20110","Prince William","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53248,"Williamsburg VA","Branch Office","ATM","5226 Monticello Ave","Ste F-100","Williamsburg","VA","Virginia","23188","James City","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53249,"Pontiac Columbia SC","Branch Office","ATM","149 Forum Dr","","Columbia","SC","South Carolina","29229","Richland","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53250,"USAG Fort Meade MD","Branch Office","ATM","4471 Redwood Rd","Ste B","Fort Meade","MD","Maryland","20755","Anne Arundel","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53251,"West Fredericksburg VA","Branch Office","ATM","5651 Plank RD","","Fredericksburg","VA","Virginia","22407","Spotsylvania","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53256,"Round Rock TX","Branch Office","ATM","115 Louis Henna Blvd","","Round Rock","TX","Texas","78664","Williamson","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53257,"Conyers GA","Branch Office","ATM","1544A Dogwood Dr SE","","Conyers","GA","Georgia","30013","Rockdale","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53259,"Nine Mile RD Pensacola FL","Branch Office","ATM","1531 E Nine Mile Rd","","Pensacola","FL","Florida","32514","Escambia","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53260,"Frederick MD","Branch Office","ATM","7820 Wormans Mill Rd Ste T","","Frederick","MD","Maryland","21701","Frederick","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53261,"Fox Run-San Antonio TX","Branch Office","ATM","6814 N Loop 1604 E","","San Antonio","TX","Texas","78247","Bexar","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53262,"Sugar Land TX","Branch Office","ATM","310 Highway 6 Ste 200","","Sugar Land","TX","Texas","77478","Fort Bend","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53263,"Meyerland TX","Branch Office","ATM","680 Meyerland Plaza Mall","Space 1","Houston","TX","Texas","77096","Harris","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53264,"Montgomery AL","Branch Office","ATM","3311 Malcolm Dr","","Montgomery","AL","Alabama","36116","Montgomery","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53265,"Pearland TX","Branch Office","ATM","11011 Shadow Creek Pkwy","","Pearland","TX","Texas","77584","Brazoria","United States"
5536,3/31/2026 0:00:00,2399,"NAVY FEDERAL CREDIT UNION",53266,"Webster TX","Branch Office","ATM","20070 Gulf Fwy","","Webster","TX","Texas","77598","Harris","United States"
